PhraseId,SentenceId,Phrase,Sentiment
13557,582,"attempts , in vain",1
13558,582,"attempts ,",2
13559,582,in vain,2
13560,582,vain,2
13561,582,to prove that movie-star intensity can overcome bad hair design,2
13562,582,prove that movie-star intensity can overcome bad hair design,3
13563,582,that movie-star intensity can overcome bad hair design,2
13564,582,movie-star intensity can overcome bad hair design,2
13565,582,movie-star intensity,3
13566,582,movie-star,2
13567,582,can overcome bad hair design,1
13568,582,overcome bad hair design,1
13569,582,overcome,2
13570,582,bad hair design,1
13571,582,hair design,2
13572,582,hair,2
13573,582,design,2
13574,583,"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",2
13575,583,The real charm of this trifle,2
13576,583,The real charm,3
13577,583,real charm,3
13578,583,of this trifle,2
13579,583,this trifle,2
13580,583,"is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",2
13581,583,"is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep",2
13582,583,"the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep",2
13583,583,the deadpan comic face,2
13584,583,deadpan comic face,3
13585,583,comic face,3
13586,583,"of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep",1
13587,583,"its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep",1
13588,583,"its star , Jean Reno ,",2
13589,583,"its star , Jean Reno",2
13590,583,"its star ,",2
13591,583,its star,3
13592,583,star,2
13593,583,Jean Reno,2
13594,583,Jean,2
13595,583,who resembles Sly Stallone in a hot sake half-sleep,1
13596,583,resembles Sly Stallone in a hot sake half-sleep,2
13597,583,resembles,2
13598,583,Sly Stallone in a hot sake half-sleep,2
13599,583,Sly Stallone,3
13600,583,Sly,2
13601,583,Stallone,2
13602,583,in a hot sake half-sleep,1
13603,583,a hot sake half-sleep,1
13604,583,hot sake half-sleep,1
13605,583,sake half-sleep,2
13606,583,sake,2
13607,583,half-sleep,2
13608,584,"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",3
13609,584,"there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",2
13610,584,"'s an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",2
13611,584,"'s an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13612,584,"an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13613,584,an element,2
13614,584,"of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13615,584,"heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",3
13616,584,heartbreak,1
13617,584,"to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13618,584,"watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13619,584,"watching it now ,",2
13620,584,watching it now,2
13621,584,watching it,2
13622,584,"with older and wiser eyes , because we know what will happen after Greene 's story ends",2
13623,584,"older and wiser eyes , because we know what will happen after Greene 's story ends",2
13624,584,"older and wiser eyes ,",3
13625,584,older and wiser eyes,2
13626,584,older and wiser,2
13627,584,older and,2
13628,584,older,1
13629,584,wiser,4
13630,584,because we know what will happen after Greene 's story ends,2
13631,584,we know what will happen after Greene 's story ends,2
13632,584,know what will happen after Greene 's story ends,2
13633,584,what will happen after Greene 's story ends,2
13634,584,will happen after Greene 's story ends,2
13635,584,happen after Greene 's story ends,2
13636,584,after Greene 's story ends,2
13637,584,Greene 's story ends,2
13638,584,Greene 's story,2
13639,585,Rather than real figures,1
13640,585,than real figures,2
13641,585,real figures,2
13642,585,figures,2
13643,585,Elling and Kjell Bjarne,2
13644,585,Elling,2
13645,585,and Kjell Bjarne,2
13646,585,Kjell Bjarne,2
13647,585,Kjell,2
13648,585,Bjarne,2
13649,585,symbolic characters,3
13650,585,symbolic,3
13651,585,actions,2
13652,585,supposed,2
13653,585,with the world,2
13654,586,"By no means a great movie , but it is a refreshingly forthright one .",3
13655,586,By no,2
13656,586,"means a great movie , but it is a refreshingly forthright one .",3
13657,586,means a great movie,3
13658,586,a great movie,4
13659,586,great movie,4
13660,586,", but it is a refreshingly forthright one .",3
13661,586,", but it is a refreshingly forthright one",3
13662,586,it is a refreshingly forthright one,4
13663,586,is a refreshingly forthright one,3
13664,586,a refreshingly forthright one,4
13665,586,refreshingly forthright one,3
13666,586,refreshingly forthright,3
13667,586,forthright,2
13668,587,Not just unlikable .,1
13669,587,just unlikable .,0
13670,587,just unlikable,1
13671,587,unlikable,0
13672,588,Show me the mugging .,2
13673,588,Show me the mugging,3
13674,588,me the mugging,2
13675,588,the mugging,2
13676,588,mugging,2
13677,589,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,3
13678,589,Hashiguchi,2
13679,589,uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,2
13680,589,uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation,2
13681,589,uses,2
13682,589,the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation,2
13683,589,situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation,2
13684,589,to evoke a Japan bustling atop an undercurrent of loneliness and isolation,2
13685,589,evoke a Japan bustling atop an undercurrent of loneliness and isolation,2
13686,589,evoke a Japan bustling,2
13687,589,a Japan bustling,3
13688,589,Japan bustling,3
13689,589,Japan,2
13690,589,bustling,2
13691,589,atop an undercurrent of loneliness and isolation,1
13692,589,atop,2
13693,589,an undercurrent of loneliness and isolation,1
13694,589,an undercurrent,2
13695,589,undercurrent,2
13696,589,of loneliness and isolation,2
13697,589,loneliness and isolation,1
13698,589,loneliness and,2
13699,589,loneliness,1
13700,589,isolation,1
13701,590,"It 's a rollicking adventure for you and all your mateys , regardless of their ages .",4
13702,590,"'s a rollicking adventure for you and all your mateys , regardless of their ages .",3
13703,590,"'s a rollicking adventure for you and all your mateys , regardless of their ages",2
13704,590,"a rollicking adventure for you and all your mateys , regardless of their ages",4
13705,590,a rollicking adventure for you and,3
13706,590,a rollicking adventure for you,3
13707,590,a rollicking adventure,4
13708,590,rollicking adventure,3
13709,590,rollicking,3
13710,590,adventure,3
13711,590,"all your mateys , regardless of their ages",2
13712,590,"all your mateys ,",3
13713,590,all your mateys,2
13714,590,your mateys,2
13715,590,mateys,2
13716,590,regardless of their ages,2
13717,590,regardless,2
13718,590,of their ages,2
13719,590,their ages,2
13720,590,ages,2
13721,591,The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .,2
13722,591,The next big thing 's not-so-big -LRB- and not-so-hot -RRB-,0
13723,591,The next big thing 's not-so-big,1
13724,591,The next big thing 's,3
13725,591,next big thing 's,2
13726,591,big thing 's,2
13727,591,thing 's,3
13728,591,not-so-big,1
13729,591,-LRB- and not-so-hot -RRB-,1
13730,591,-LRB- and not-so-hot,1
13731,591,-LRB- and,2
13732,591,not-so-hot,1
13733,591,directorial debut .,2
13734,591,directorial debut,2
13735,592,"If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .",3
13736,592,If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,2
13737,592,you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,2
13738,592,'re content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,3
13739,592,content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,4
13740,592,content,3
13741,592,with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,4
13742,592,a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,3
13743,592,a clever pseudo-bio,4
13744,592,clever pseudo-bio,3
13745,592,pseudo-bio,2
13746,592,that manages to have a good time as it doles out pieces of the famous director 's life,3
13747,592,manages to have a good time as it doles out pieces of the famous director 's life,3
13748,592,to have a good time as it doles out pieces of the famous director 's life,3
13749,592,have a good time as it doles out pieces of the famous director 's life,3
13750,592,have a good time,3
13751,592,as it doles out pieces of the famous director 's life,2
13752,592,it doles out pieces of the famous director 's life,2
13753,592,doles out pieces of the famous director 's life,2
13754,592,doles out,2
13755,592,doles,2
13756,592,pieces of the famous director 's life,3
13757,592,of the famous director 's life,2
13758,592,the famous director 's life,2
13759,592,the famous director 's,2
13760,592,famous director 's,2
13761,592,", Eisenstein delivers .",4
13762,592,Eisenstein delivers .,3
13763,592,Eisenstein,2
13764,592,delivers .,3
13765,593,Overly long and worshipful bio-doc .,1
13766,593,Overly long and worshipful bio-doc,2
13767,593,Overly long and,2
13768,593,Overly long,0
13769,593,Overly,2
13770,593,worshipful bio-doc,2
13771,593,worshipful,3
13772,593,bio-doc,2
13773,594,A visual spectacle full of stunning images and effects .,4
13774,594,A visual spectacle full of stunning images and effects,4
13775,594,A visual spectacle,3
13776,594,visual spectacle,2
13777,594,spectacle,3
13778,594,full of stunning images and effects,4
13779,594,of stunning images and effects,4
13780,594,stunning images and effects,4
13781,594,stunning,4
13782,594,images and effects,2
13783,594,images and,2
13784,595,There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13785,595,is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,4
13786,595,something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,4
13787,595,that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13788,595,is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13789,595,so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13790,595,so meditative and lyrical,3
13791,595,meditative and lyrical,3
13792,595,meditative and,3
13793,595,meditative,3
13794,595,lyrical,2
13795,595,about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13796,595,Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13797,595,Babak Payami 's boldly quirky Iranian drama Secret Ballot ...,3
13798,595,Babak Payami 's boldly quirky Iranian drama Secret Ballot,3
13799,595,Babak Payami 's,2
13800,595,Babak,2
13801,595,Payami 's,2
13802,595,Payami,2
13803,595,boldly quirky Iranian drama Secret Ballot,2
13804,595,boldly,2
13805,595,quirky Iranian drama Secret Ballot,3
13806,595,Iranian drama Secret Ballot,2
13807,595,Iranian,2
13808,595,drama Secret Ballot,2
13809,595,Secret Ballot,2
13810,595,Secret,2
13811,595,Ballot,3
13812,595,a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
13813,595,a charming and evoking little ditty,3
13814,595,charming and evoking little ditty,4
13815,595,charming and evoking,4
13816,595,evoking,2
13817,595,little ditty,2
13818,595,ditty,2
13819,595,that manages to show the gentle and humane side of Middle Eastern world politics,3
13820,595,manages to show the gentle and humane side of Middle Eastern world politics,3
13821,595,to show the gentle and humane side of Middle Eastern world politics,3
13822,595,show the gentle and humane side of Middle Eastern world politics,3
13823,595,the gentle and humane side of Middle Eastern world politics,2
13824,595,the gentle and humane side,3
13825,595,gentle and humane side,3
13826,595,gentle and humane,3
13827,595,gentle and,3
13828,595,gentle,3
13829,595,side,2
13830,595,of Middle Eastern world politics,3
13831,595,Middle Eastern world politics,3
13832,595,Eastern world politics,2
13833,595,Eastern,2
13834,595,world politics,2
13835,595,politics,1
13836,596,"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .",2
13837,596,"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift",3
13838,596,"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but",2
13839,596,"It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs ,",2
13840,596,It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,2
13841,596,'s easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,3
13842,596,easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,3
13843,596,easy,2
13844,596,to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,2
13845,596,be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,2
13846,596,cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,2
13847,596,about documentaries in which underdogs beat the odds and the human spirit triumphs,3
13848,596,documentaries in which underdogs beat the odds and the human spirit triumphs,3
13849,596,documentaries,2
13850,596,in which underdogs beat the odds and the human spirit triumphs,3
13851,596,underdogs beat the odds and the human spirit triumphs,3
13852,596,underdogs,2
13853,596,beat the odds and the human spirit triumphs,3
13854,596,beat,2
13855,596,the odds and the human spirit triumphs,3
13856,596,the odds and,2
13857,596,the odds,2
13858,596,the human spirit triumphs,3
13859,596,human spirit triumphs,2
13860,596,spirit triumphs,3
13861,596,spirit,3
13862,596,triumphs,3
13863,596,Westbrook 's foundation and Dalrymple 's film earn their uplift,4
13864,596,Westbrook 's foundation and Dalrymple 's film,2
13865,596,Westbrook 's foundation and,2
13866,596,Westbrook 's foundation,2
13867,596,Westbrook 's,2
13868,596,Westbrook,2
13869,596,foundation,2
13870,596,Dalrymple 's film,2
13871,596,Dalrymple 's,2
13872,596,Dalrymple,2
13873,596,earn their uplift,3
13874,596,earn,2
13875,596,their uplift,2
13876,596,uplift,3
13877,597,The difference is that I truly enjoyed most of Mostly Martha while I ne,3
13878,597,The difference,2
13879,597,difference,2
13880,597,is that I truly enjoyed most of Mostly Martha while I ne,3
13881,597,that I truly enjoyed most of Mostly Martha while I ne,4
13882,597,I truly enjoyed most of Mostly Martha while I ne,4
13883,597,truly enjoyed most of Mostly Martha while I ne,3
13884,597,enjoyed most of Mostly Martha while I ne,3
13885,597,enjoyed most of Mostly Martha,3
13886,597,enjoyed,3
13887,597,most of Mostly Martha,2
13888,597,of Mostly Martha,2
13889,597,while I ne,2
13890,597,I ne,2
13891,597,ne,2
13892,598,I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .,2
13893,598,ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .,0
13894,598,ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail,1
13895,598,remember the last time I saw a movie where I wanted so badly for the protagonist to fail,1
13896,598,the last time I saw a movie where I wanted so badly for the protagonist to fail,0
13897,598,I saw a movie where I wanted so badly for the protagonist to fail,2
13898,598,saw a movie where I wanted so badly for the protagonist to fail,1
13899,598,saw a movie,2
13900,598,where I wanted so badly for the protagonist to fail,2
13901,598,I wanted so badly for the protagonist to fail,1
13902,598,wanted so badly for the protagonist to fail,2
13903,598,wanted so badly for the protagonist,3
13904,598,wanted so badly,2
13905,598,wanted,2
13906,598,so badly,1
13907,598,for the protagonist,2
13908,598,the protagonist,2
13909,598,protagonist,1
13910,598,to fail,2
13911,598,fail,1
13912,599,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",1
13913,599,Falsehoods,2
13914,599,"pile up , undermining the movie 's reality and stifling its creator 's comic voice .",2
13915,599,"pile up , undermining the movie 's reality and stifling its creator 's comic voice",1
13916,599,"pile up ,",2
13917,599,pile up,2
13918,599,undermining the movie 's reality and stifling its creator 's comic voice,0
13919,599,undermining the movie 's reality and,1
13920,599,undermining the movie 's reality,2
13921,599,undermining,2
13922,599,the movie 's reality,2
13923,599,reality,2
13924,599,stifling its creator 's comic voice,2
13925,599,stifling,2
13926,599,its creator 's comic voice,3
13927,599,its creator 's,2
13928,599,creator 's,2
13929,599,creator,2
13930,599,comic voice,3
13931,600,The early and middle passages are surprising in how much they engage and even touch us .,4
13932,600,The early and middle passages,3
13933,600,early and middle passages,2
13934,600,and middle passages,2
13935,600,middle passages,2
13936,600,passages,2
13937,600,are surprising in how much they engage and even touch us .,3
13938,600,are surprising in how much they engage and even touch us,2
13939,600,surprising in how much they engage and even touch us,4
13940,600,in how much they engage and even touch us,3
13941,600,how much they engage and even touch us,3
13942,600,how much,2
13943,600,they engage and even touch us,3
13944,600,engage and even touch us,3
13945,600,engage and,2
13946,600,engage,3
13947,600,even touch us,3
13948,600,touch us,2
13949,601,"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",1
13950,601,"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly",0
13951,601,Limps along,1
13952,601,Limps,2
13953,601,along,2
13954,601,"on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly",0
13955,601,"a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly",0
13956,601,a squirm-inducing fish-out-of-water formula,0
13957,601,squirm-inducing fish-out-of-water formula,1
13958,601,squirm-inducing,2
13959,601,fish-out-of-water formula,1
13960,601,fish-out-of-water,2
13961,601,"that goes nowhere and goes there very , very slowly",0
13962,601,"goes nowhere and goes there very , very slowly",0
13963,601,goes nowhere and,2
13964,601,goes nowhere,2
13965,601,nowhere,2
13966,601,"goes there very , very slowly",2
13967,601,"there very , very slowly",2
13968,601,"there very ,",2
13969,601,there very,2
13970,601,very slowly,2
13971,601,slowly,2
13972,602,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2
13973,602,A really funny fifteen-minute,4
13974,602,really funny fifteen-minute,3
13975,602,really funny,4
13976,602,fifteen-minute,2
13977,602,short stretched beyond its limits to fill an almost feature-length film .,1
13978,602,stretched beyond its limits to fill an almost feature-length film .,1
13979,602,stretched beyond its limits to fill an almost feature-length film,1
13980,602,stretched beyond its limits,2
13981,602,stretched,2
13982,602,beyond its limits,2
13983,602,its limits,2
13984,602,limits,2
13985,602,to fill an almost feature-length film,2
13986,602,fill an almost feature-length film,2
13987,602,fill,2
13988,602,an almost feature-length film,2
13989,602,almost feature-length film,2
13990,603,Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,4
13991,603,Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice,4
13992,603,Writer and director Otar Iosseliani 's pleasant tale,3
13993,603,Writer and director Otar Iosseliani 's,2
13994,603,and director Otar Iosseliani 's,2
13995,603,director Otar Iosseliani 's,2
13996,603,Otar Iosseliani 's,2
13997,603,Otar,2
13998,603,Iosseliani 's,2
13999,603,Iosseliani,3
14000,603,pleasant tale,3
14001,603,pleasant,4
14002,603,about a factory worker who escapes for a holiday in Venice,2
14003,603,a factory worker who escapes for a holiday in Venice,2
14004,603,a factory worker,2
14005,603,factory worker,2
14006,603,factory,2
14007,603,worker,2
14008,603,who escapes for a holiday in Venice,2
14009,603,escapes for a holiday in Venice,2
14010,603,escapes,2
14011,603,for a holiday in Venice,2
14012,603,a holiday in Venice,2
14013,603,a holiday,2
14014,603,in Venice,3
14015,603,Venice,2
14016,603,reveals how we all need a playful respite from the grind to refresh our souls .,3
14017,603,reveals how we all need a playful respite from the grind to refresh our souls,3
14018,603,how we all need a playful respite from the grind to refresh our souls,3
14019,603,we all need a playful respite from the grind to refresh our souls,3
14020,603,all need a playful respite from the grind to refresh our souls,2
14021,603,need a playful respite from the grind to refresh our souls,2
14022,603,need a playful respite,3
14023,603,a playful respite,3
14024,603,playful respite,3
14025,603,playful,4
14026,603,respite,2
14027,603,from the grind to refresh our souls,2
14028,603,the grind to refresh our souls,3
14029,603,grind to refresh our souls,2
14030,603,grind,2
14031,603,to refresh our souls,3
14032,603,refresh our souls,3
14033,603,refresh,3
14034,603,our souls,2
14035,603,souls,2
14036,604,A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .,0
14037,604,A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences,1
14038,604,A mechanical action-comedy,2
14039,604,mechanical action-comedy,2
14040,604,mechanical,2
14041,604,action-comedy,2
14042,604,whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences,2
14043,604,whose seeming purpose,2
14044,604,whose seeming,2
14045,604,seeming,2
14046,604,purpose,3
14047,604,is to market the charismatic Jackie Chan to even younger audiences,2
14048,604,to market the charismatic Jackie Chan to even younger audiences,2
14049,604,market the charismatic Jackie Chan to even younger audiences,2
14050,604,market,2
14051,604,the charismatic Jackie Chan to even younger audiences,3
14052,604,the charismatic Jackie Chan to,3
14053,604,the charismatic Jackie Chan,3
14054,604,charismatic Jackie Chan,3
14055,604,charismatic,3
14056,604,Jackie Chan,2
14057,604,Jackie,2
14058,604,even younger audiences,2
14059,604,younger audiences,2
14060,604,younger,2
14061,605,Chalk it up as the worst kind of hubristic folly .,0
14062,605,Chalk it up as the worst kind of hubristic folly,2
14063,605,Chalk it,2
14064,605,Chalk,2
14065,605,up as the worst kind of hubristic folly,0
14066,605,as the worst kind of hubristic folly,1
14067,605,the worst kind of hubristic folly,0
14068,605,the worst kind,2
14069,605,worst kind,0
14070,605,worst,0
14071,605,of hubristic folly,2
14072,605,hubristic folly,1
14073,605,hubristic,2
14074,605,folly,2
14075,606,Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,2
14076,606,Though Haynes ' style apes films from the period,2
14077,606,Haynes ' style apes films from the period,3
14078,606,Haynes ' style,2
14079,606,Haynes ',2
14080,606,Haynes,2
14081,606,apes films from the period,2
14082,606,apes films,2
14083,606,apes,2
14084,606,from the period,2
14085,606,the period,2
14086,606,period,2
14087,606,... its message is not rooted in that decade .,2
14088,606,its message is not rooted in that decade .,2
14089,606,its message,2
14090,606,is not rooted in that decade .,2
14091,606,is not rooted in that decade,3
14092,606,rooted in that decade,2
14093,606,in that decade,2
14094,606,that decade,2
14095,606,decade,2
14096,607,But I do .,2
14097,607,I do .,3
14098,607,do .,2
14099,608,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,3
14100,608,A compelling allegory about the last days of Germany 's democratic Weimar Republic,3
14101,608,A compelling allegory about the last days,2
14102,608,A compelling allegory,3
14103,608,compelling allegory,3
14104,608,allegory,2
14105,608,about the last days,2
14106,608,the last days,1
14107,608,last days,2
14108,608,of Germany 's democratic Weimar Republic,2
14109,608,Germany 's democratic Weimar Republic,2
14110,608,Germany 's,2
14111,608,Germany,2
14112,608,democratic Weimar Republic,2
14113,608,democratic,2
14114,608,Weimar Republic,2
14115,608,Weimar,2
14116,608,Republic,2
14117,609,"Director Jay Russell stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",1
14118,609,Director Jay Russell,2
14119,609,Jay Russell,1
14120,609,Russell,2
14121,609,"stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",0
14122,609,"stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel",1
14123,609,stomps,2
14124,609,"in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel",2
14125,609,"hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel",2
14126,609,hobnail boots,2
14127,609,hobnail,2
14128,609,boots,2
14129,609,"over Natalie Babbitt 's gentle , endearing 1975 children 's novel",2
14130,609,"Natalie Babbitt 's gentle , endearing 1975 children 's novel",3
14131,609,Natalie Babbitt 's,2
14132,609,Natalie,2
14133,609,Babbitt 's,2
14134,609,Babbitt,2
14135,609,"gentle , endearing 1975 children 's novel",3
14136,609,"gentle , endearing",3
14137,609,", endearing",3
14138,609,1975 children 's novel,2
14139,609,1975,2
14140,609,children 's novel,2
14141,610,"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",2
14142,610,"is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",3
14143,610,"is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives",3
14144,610,"an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives",3
14145,610,an indelible epic American story,3
14146,610,indelible epic American story,3
14147,610,indelible,2
14148,610,epic American story,4
14149,610,American story,2
14150,610,"about two families , one black and one white , facing change in both their inner and outer lives",2
14151,610,"two families , one black and one white , facing change in both their inner and outer lives",2
14152,610,"two families , one black and one white ,",2
14153,610,"two families , one black and one white",2
14154,610,"two families ,",2
14155,610,two families,2
14156,610,one black and one white,2
14157,610,one black and,2
14158,610,one black,2
14159,610,black,2
14160,610,one white,2
14161,610,facing change in both their inner and outer lives,3
14162,610,facing change,2
14163,610,facing,2
14164,610,change,2
14165,610,in both their inner and outer lives,2
14166,610,both their inner and outer lives,2
14167,610,their inner and outer lives,2
14168,610,inner and outer lives,2
14169,610,inner,2
14170,610,and outer lives,2
14171,610,outer lives,2
14172,610,outer,2
14173,611,It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,4
14174,611,'s as raw and action-packed an experience as a ringside seat at a tough-man contest .,3
14175,611,'s as raw and action-packed an experience as a ringside seat at a tough-man contest,3
14176,611,'s as raw and,2
14177,611,'s as raw,2
14178,611,as raw,2
14179,611,action-packed an experience as a ringside seat at a tough-man contest,3
14180,611,action-packed an experience as a ringside seat,3
14181,611,action-packed an experience,3
14182,611,action-packed,3
14183,611,an experience,2
14184,611,as a ringside seat,2
14185,611,a ringside seat,2
14186,611,ringside seat,3
14187,611,ringside,2
14188,611,at a tough-man contest,1
14189,611,a tough-man contest,2
14190,611,tough-man contest,2
14191,611,tough-man,2
14192,611,contest,2
14193,612,"... -LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .",3
14194,612,"-LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .",3
14195,612,"-LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay",3
14196,612,"-LRB- the film -RRB- works ,",2
14197,612,-LRB- the film -RRB- works,3
14198,612,the film -RRB- works,3
14199,612,-RRB- works,2
14200,612,due mostly to the tongue-in-cheek attitude of the screenplay,2
14201,612,due,2
14202,612,mostly to the tongue-in-cheek attitude of the screenplay,3
14203,612,to the tongue-in-cheek attitude of the screenplay,3
14204,612,the tongue-in-cheek attitude of the screenplay,2
14205,612,the tongue-in-cheek attitude,2
14206,612,tongue-in-cheek attitude,2
14207,612,tongue-in-cheek,3
14208,612,attitude,2
14209,612,of the screenplay,2
14210,613,You walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions .,3
14211,613,walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions .,2
14212,613,walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions,2
14213,613,walk out of The Good Girl with mixed emotions --,1
14214,613,walk out of The Good Girl with mixed emotions,2
14215,613,walk out of The Good Girl,1
14216,613,walk out,2
14217,613,of The Good Girl,2
14218,613,The Good Girl,2
14219,613,Good Girl,2
14220,613,with mixed emotions,2
14221,613,mixed emotions,2
14222,613,disapproval of Justine combined with a tinge of understanding for her actions,2
14223,613,disapproval of Justine,2
14224,613,disapproval,1
14225,613,of Justine,2
14226,613,Justine,2
14227,613,combined with a tinge of understanding for her actions,3
14228,613,combined,2
14229,613,with a tinge of understanding for her actions,2
14230,613,a tinge of understanding for her actions,2
14231,613,a tinge,2
14232,613,tinge,2
14233,613,of understanding for her actions,2
14234,613,understanding for her actions,2
14235,613,understanding,2
14236,613,for her actions,2
14237,613,her actions,2
